,name,coords,elevation,vegetation
328,p3rdm833,"(-121.78366099525343, 37.77000843034196)",250.6981201171875,8.0
329,p3rlv1000,"(-121.78362738234893, 37.76998104512309)",248.6814422607422,8.0
330,p3rdt439lv,"(-121.78293122784885, 37.76857404851589)",237.93228149414062,23.0
331,p3rlv812,"(-121.7828341229089, 37.768503776448554)",237.566650390625,23.0
332,p3rdt440lv,"(-121.77415089618151, 37.76510949877799)",275.5460510253906,0.0
333,p3rlv813,"(-121.77420417962357, 37.76510956275925)",275.5289001464844,0.0
334,p3rdt494lv,"(-121.78076807645004, 37.80673520146631)",459.14447021484375,23.0
335,p3rlv907,"(-121.7807065190854, 37.80678580745968)",456.3459167480469,23.0
336,p3rdt538lv,"(-121.78405862526209, 37.77071031153476)",271.3869934082031,11.0
337,p3rlv996,"(-121.78413658487156, 37.770779421931124)",274.501708984375,9.0
338,p3rdt539lv,"(-121.78672566161566, 37.76912690744334)",246.94667053222656,0.0
339,p3rlv997,"(-121.78717801954305, 37.76947688176918)",252.24050903320312,0.0
340,p3rdt541lv,"(-121.78583073193742, 37.769483864507286)",248.4727783203125,6.0
341,p3rlv999,"(-121.78574719548183, 37.769252019209496)",247.0218505859375,6.0
342,p3rdt542lv,"(-121.78591053824172, 37.76780541760886)",258.64044189453125,8.0
343,p3rlv1001,"(-121.7862074869459, 37.76772742802957)",264.0276794433594,8.0
344,p3rlv1004,"(-121.7864111178291, 37.767317772100824)",263.9178161621094,13.0
345,p3rdt543lv,"(-121.78673845278095, 37.77021423429099)",258.9189758300781,9.0
346,p3rlv1002,"(-121.78684986053264, 37.77010439555938)",257.64434814453125,7.0
347,p3rdt544lv,"(-121.78403278688668, 37.768558383388005)",250.70504760742188,8.0
348,p3rlv1003,"(-121.78381036937034, 37.76851385707225)",250.0556182861328,9.0
349,p3rdt545lv,"(-121.78590534582204, 37.76767979176874)",261.2068176269531,13.0
350,p3rlv1005,"(-121.78566983162631, 37.767280263669576)",264.45257568359375,0.0
351,p3rdt547lv,"(-121.78512506909202, 37.76911514455896)",255.2476806640625,20.0
352,p3rlv1007,"(-121.78497119008532, 37.769039559457525)",255.42828369140625,13.0
353,p3rdt955lv,"(-121.78028595399269, 37.77547748847664)",318.5038146972656,0.0
354,p3rlv1703,"(-121.780274038122, 37.77575057993993)",318.6954650878906,0.0
355,p3rlv1708,"(-121.78038124721125, 37.775445256949695)",319.6072082519531,0.0
356,p3rdm1717,"(-121.78136705501542, 37.77211173332225)",290.11737060546875,0.0
357,p3rlv1704,"(-121.78140466165823, 37.77189581661005)",292.5766296386719,12.0
358,p3rdt956lv,"(-121.78145414206867, 37.77210078835248)",291.46649169921875,0.0
359,p3rdm1718,"(-121.78147347801188, 37.77254544529975)",300.4922790527344,6.0
360,p3rlv1721,"(-121.78151681663367, 37.772672071792044)",301.24371337890625,6.0
361,p3rdt957lv,"(-121.77646970297619, 37.774641452724104)",289.8226318359375,0.0
362,p3rlv1705,"(-121.77662372123821, 37.77470330821881)",293.2897033691406,0.0
363,p3rdt959lv,"(-121.7779220589718, 37.77818603324164)",311.7505187988281,6.0
364,p3rlv1707,"(-121.7777813287195, 37.778185222059456)",311.5710754394531,8.0
365,p3rdt960lv,"(-121.77705598002642, 37.77423848517346)",286.2258605957031,0.0
366,p3rlv1709,"(-121.77711166492385, 37.7740324190208)",284.3507385253906,0.0
367,p3rdt961lv,"(-121.78127050604128, 37.77360401572417)",323.47735595703125,10.0
368,p3rlv1711,"(-121.7812622927653, 37.77365182736277)",325.1045837402344,10.0
369,p3rdt962lv,"(-121.77993723669886, 37.775064958199216)",307.32843017578125,0.0
370,p3rlv1712,"(-121.78050898638566, 37.774581357007584)",330.0437927246094,4.0
371,p3rdt963lv,"(-121.77568419445531, 37.77704303749378)",341.3168029785156,7.0
372,p3rlv1713,"(-121.77557452951552, 37.77680756703397)",343.4709777832031,0.0
373,p3rdt964lv,"(-121.77758329938965, 37.77872676389733)",317.88201904296875,7.0
374,p3rlv1714,"(-121.77735562125235, 37.77852328855948)",311.948486328125,7.0
375,p3rdt966lv,"(-121.77761546050182, 37.7749180614445)",284.2013854980469,6.0
376,p3rlv1716,"(-121.7773335933628, 37.775035135146105)",292.963623046875,0.0
377,p3rdm1729,"(-121.78344508965156, 37.77279113756183)",259.1001892089844,7.0
378,p3rlv1720,"(-121.78302283663386, 37.772921967979514)",275.611328125,9.0
379,p3rdt967lv,"(-121.78367084829486, 37.773111747068604)",254.879638671875,0.0
380,p3rdm1730,"(-121.78388958898523, 37.773381554166576)",253.7269744873047,6.0
381,p3rlv1895,"(-121.78407167098824, 37.77335639518195)",251.99090576171875,10.0
382,p3rdm1767,"(-121.77744183270791, 37.78294041595157)",392.63134765625,0.0
383,p3rlv1762,"(-121.77761050824337, 37.78304130608694)",396.9082336425781,7.0
384,p3rdt988lv,"(-121.77744934631795, 37.78341198809398)",396.13250732421875,0.0
385,p3rdm1768,"(-121.77725949794683, 37.78366855369192)",396.5827331542969,0.0
386,p3rlv1763,"(-121.7772373838778, 37.78363227331111)",396.5827331542969,0.0
387,p3rdm1766,"(-121.77761147184333, 37.78367220622127)",396.8425598144531,0.0
388,p3rlv1759,"(-121.77758935759934, 37.78363592590356)",396.71087646484375,0.0
389,p3rdt1001lv,"(-121.77047319436268, 37.78616267256647)",410.8501892089844,0.0
390,p3rlv1780,"(-121.77046207630393, 37.78612136693196)",411.33575439453125,0.0
391,p3rdm1783,"(-121.77001910764729, 37.78612575566951)",414.1661682128906,0.0
392,p3rlv1779,"(-121.76987897148575, 37.786358622840524)",418.4799499511719,0.0
393,p3rdm1785,"(-121.77073846187386, 37.7858899207938)",409.8740234375,7.0
394,p3rlv1781,"(-121.7707164996793, 37.78584462809711)",409.8740234375,7.0
395,p3rdm1859,"(-121.79187112485616, 37.808288804650104)",628.9053955078125,8.0
396,p3rlv1861,"(-121.79168631566013, 37.808476175447005)",625.7529907226562,5.0
397,p3rdt1052lv,"(-121.79196088176889, 37.808384990930314)",629.355712890625,8.0
398,p3rdm1860,"(-121.79227428199664, 37.8086444340966)",630.6590576171875,7.0
399,p3rlv1879,"(-121.79243578738958, 37.80849287423004)",634.1187744140625,11.0
400,p3rdt1053lv,"(-121.78839347660742, 37.808625436413536)",631.9816284179688,14.0
401,p3rlv1867,"(-121.78814931308723, 37.80872824391391)",633.8651123046875,19.0
402,p3rdm1861,"(-121.78876602447784, 37.808527295551286)",630.0474243164062,11.0
403,p3rlv1862,"(-121.78878844575718, 37.80854555149209)",630.0474243164062,9.0
404,p3rdt1055lv,"(-121.78922343957595, 37.806014624725954)",615.9746704101562,0.0
405,p3rlv1866,"(-121.78905548680325, 37.80610585802325)",611.0811767578125,0.0
406,p3rdm1864,"(-121.78901594363275, 37.80574494377696)",615.3532104492188,8.0
407,p3rlv1864,"(-121.78885664532511, 37.80576133131589)",615.3712768554688,8.0
408,p3rdm1866,"(-121.78940565611931, 37.80622662247761)",615.4254760742188,5.0
409,p3rlv1873,"(-121.7890937058542, 37.80654787285297)",608.9635009765625,0.0
410,p3rdt1056lv,"(-121.7891457446997, 37.80847094381826)",630.8502197265625,0.0
411,p3rlv1865,"(-121.78909996445377, 37.80825133572817)",629.7527465820312,0.0
412,p3rlv1880,"(-121.78903019863372, 37.80834975806409)",630.9013061523438,0.0
413,p3rdm1869,"(-121.78915204423005, 37.808540277177066)",630.1990966796875,0.0
414,p3rlv1881,"(-121.7892653284597, 37.80855946706894)",630.11767578125,0.0
415,p3rdt1058lv,"(-121.78856861836928, 37.808549470545515)",630.1154174804688,14.0
416,p3rlv1869,"(-121.78847572682174, 37.8082178785499)",625.8504028320312,9.0
417,p3rdt1059lv,"(-121.78528085032357, 37.80633215579633)",586.5142211914062,8.0
418,p3rlv1870,"(-121.78517816094615, 37.80633631342326)",584.5429077148438,8.0
419,p3rlv1876,"(-121.78499570267924, 37.80637949492364)",583.1207885742188,9.0
420,p3rdt1060lv,"(-121.79007513799577, 37.80672636649314)",615.6311645507812,10.0
421,p3rlv1871,"(-121.79056176971415, 37.80638270207699)",630.9207153320312,7.0
422,p3rdt1062lv,"(-121.78806019529819, 37.807366395601974)",614.8871459960938,11.0
423,p3rlv1874,"(-121.78806874471704, 37.80740254969445)",614.8871459960938,11.0
424,p3rdt1063lv,"(-121.78913074996049, 37.805911185428414)",615.4298706054688,8.0
425,p3rlv1875,"(-121.7897352855657, 37.80551800706538)",627.250244140625,10.0
426,p3rdt1064lv,"(-121.7861571886235, 37.80578697122328)",596.220458984375,8.0
427,p3rlv1877,"(-121.78639469501715, 37.80603057691889)",608.3525390625,0.0
428,p3rdt1065lv,"(-121.79079895201096, 37.80810038165179)",622.22802734375,0.0
429,p3rlv1878,"(-121.79080437128992, 37.80822378204554)",621.132080078125,0.0
430,p3rdt1066lv,"(-121.78992536437444, 37.806640366820695)",615.4661865234375,10.0
431,p3rlv1882,"(-121.7897610067307, 37.806725972216206)",612.1369018554688,0.0
432,p3rdm1888,"(-121.78727718553135, 37.7731370757269)",339.06805419921875,10.0
433,p3rlv1890,"(-121.78733483086103, 37.77308359260512)",340.43133544921875,10.0
434,p3rlv1892,"(-121.78735562214894, 37.77320097220463)",339.2110290527344,10.0
435,p3rdt1071lv,"(-121.78716228489438, 37.77297984352919)",337.9151916503906,12.0
436,p3rdm1890,"(-121.78677427873617, 37.77264521043941)",334.466796875,10.0
437,p3rlv1896,"(-121.78688057291488, 37.77239394818231)",332.1233215332031,8.0
438,p3rdm1891,"(-121.78510593121642, 37.771213019627304)",295.62554931640625,8.0
439,p3rlv1891,"(-121.78509605369433, 37.77112279037581)",294.8531188964844,8.0
440,p3rdt1072lv,"(-121.78470546555302, 37.771160993113256)",287.7261657714844,10.0
441,p3rdm1892,"(-121.78462029774926, 37.771054794676225)",285.0726623535156,7.0
442,p3rlv1899,"(-121.78437969051187, 37.771187503637286)",277.6087341308594,9.0
443,p3rdm1893,"(-121.78418651226018, 37.77397044633171)",253.9107208251953,7.0
444,p3rlv1893,"(-121.78442653876685, 37.77387378284235)",251.73086547851562,7.0
445,p3rdt1073lv,"(-121.78434150581027, 37.77445255351676)",256.1583557128906,0.0
446,p3rdm1894,"(-121.78437580650086, 37.77489169848919)",256.85137939453125,9.0
447,p3rlv1897,"(-121.78439806917383, 37.77491896638612)",257.079833984375,9.0
448,p3rdt1074lv,"(-121.78449497410784, 37.77548158858297)",259.93017578125,0.0
449,p3rlv1894,"(-121.78456849875009, 37.775605692425174)",260.1837158203125,11.0
450,p3rdm1896,"(-121.7844141341941, 37.7753247051646)",258.3941345214844,0.0
451,p3rlv1900,"(-121.78447075038544, 37.775334302008474)",257.7910461425781,0.0
452,p3rdt1075lv,"(-121.78621599162011, 37.77230882202016)",324.0867614746094,7.0
453,p3rlv1898,"(-121.7865226015099, 37.77206580330664)",329.4211730957031,0.0
454,p3rdt1076lv,"(-121.785260442736, 37.80203423393009)",606.2372436523438,9.0
455,p3rlv1903,"(-121.78584223024593, 37.801854839496094)",598.3812866210938,23.0
456,p3rlv1922,"(-121.78576391287473, 37.80178193064108)",596.75048828125,23.0
457,p3rdm1899,"(-121.78527851389991, 37.802290649678454)",603.25927734375,8.0
458,p3rlv1904,"(-121.78536489804632, 37.80232475833768)",602.7711791992188,8.0
459,p3rdt1077lv,"(-121.78432196765394, 37.802890811782)",590.4348754882812,15.0
460,p3rlv1905,"(-121.78424797443677, 37.80279374139609)",593.0361938476562,28.0
461,p3rdt1078lv,"(-121.78648670004955, 37.797631691568675)",603.5635375976562,4.0
462,p3rlv1906,"(-121.78558134912882, 37.7976702578659)",622.720458984375,4.0
463,p3rdt1079lv,"(-121.78664037920204, 37.80308491646035)",611.2144775390625,9.0
464,p3rlv1908,"(-121.78711051804389, 37.80278720064857)",614.6529541015625,33.0
465,p3rdm1903,"(-121.78628367280771, 37.803337470898235)",609.473876953125,0.0
466,p3rlv1907,"(-121.786441344224, 37.80342020967861)",609.9649658203125,0.0
467,p3rdt1080lv,"(-121.78763596150819, 37.80423747403521)",615.1089477539062,23.0
468,p3rlv1918,"(-121.78738989594675, 37.80445742556645)",618.1832885742188,0.0
469,p3rdm1905,"(-121.78777825113667, 37.80432623249697)",615.8092651367188,10.0
470,p3rlv1909,"(-121.78789373800706, 37.80421025592973)",615.4266357421875,0.0
471,p3rdm1907,"(-121.7874865001986, 37.804106924972345)",614.800048828125,23.0
472,p3rlv1920,"(-121.78760139784646, 37.80402699340066)",613.5286254882812,32.0
473,p3rdt1081lv,"(-121.78403133558558, 37.79823391370936)",617.3719482421875,0.0
474,p3rlv1910,"(-121.78406285364595, 37.79815029183719)",617.3719482421875,0.0
475,p3rlv1916,"(-121.78399250013916, 37.79828475610193)",617.1758422851562,0.0
476,p3rdt1082lv,"(-121.78530219233545, 37.80407257428816)",621.1220703125,9.0
477,p3rlv1911,"(-121.78546433514455, 37.80412214262565)",621.507080078125,9.0
478,p3rdt1083lv,"(-121.78469142149538, 37.80092650979472)",623.511962890625,31.0
479,p3rlv1912,"(-121.78465288037933, 37.80095933002017)",623.511962890625,31.0
480,p3rlv1921,"(-121.78468842707551, 37.80086956980569)",623.4838256835938,31.0
481,p3rdt1084lv,"(-121.78416811805516, 37.80214914197407)",601.6878051757812,12.0
482,p3rlv1913,"(-121.78409577355768, 37.80237758650285)",599.5488891601562,42.0
483,p3rdt1085lv,"(-121.78724210375236, 37.80390611431501)",614.7532958984375,10.0
484,p3rlv1915,"(-121.78695389269282, 37.80402933966468)",615.6226806640625,0.0
485,p3rdt1086lv,"(-121.78606559726974, 37.802808613453344)",608.15478515625,8.0
486,p3rlv1917,"(-121.78620623846979, 37.802516517767415)",610.9232177734375,15.0
487,p3rdt1087lv,"(-121.78664755896727, 37.805531288818756)",590.1614379882812,45.0
488,p3rlv1919,"(-121.78720745236437, 37.80519458804642)",618.8967895507812,9.0
489,p3rdt1447lv,"(-121.79628188222351, 37.715470338736715)",167.2776641845703,0.0
490,p3rlv2642,"(-121.79624003266035, 37.71544412257705)",167.2397003173828,0.0
491,p3rdt1452lv,"(-121.79656423673859, 37.71577953572149)",166.95652770996094,0.0
492,p3rlv2648,"(-121.79661655832987, 37.71576890870997)",166.90892028808594,0.0
493,p3rdt1454lv,"(-121.79707155819142, 37.71575001460653)",166.75103759765625,0.0
494,p3rlv2652,"(-121.79712207668123, 37.715736495337076)",166.9399871826172,0.0
495,p3rdt1057-p3rdt1062xx,"(-121.78961859882003, 37.80706164497992)",610.306640625,9.0
496,p3rdt1057-p3rdt1062xxx,"(-121.787968213637, 37.80732553982942)",614.6688232421875,7.0
497,p3rdt1079-p3rdt1082x,"(-121.78673235490608, 37.80312577319586)",611.8441772460938,9.0
498,p3rdt1082,"(-121.78530936312141, 37.804114364833936)",620.8413696289062,9.0
499,p3rdt1083,"(-121.78468425131791, 37.800884719200454)",623.4838256835938,31.0
500,p3rdt1078,"(-121.78649387098132, 37.79767348208788)",603.5635375976562,0.0
501,p3rdt1081,"(-121.78402416600004, 37.79819212306709)",617.3719482421875,0.0
502,p3rdt1076-p3rdt1083x,"(-121.78535241636277, 37.802075091714904)",604.5396118164062,19.0
503,p3rdt1-p3rdt2x,"(-121.75207520487002, 37.75581268636594)",205.7941131591797,0.0
504,p3rdt2,"(-121.75299683207788, 37.75589223879479)",206.5074920654297,0.0
505,p3rdt179,"(-121.7554215068635, 37.73980022830897)",167.8006134033203,0.0
506,p3rdt179-p3rdt78x,"(-121.75750466636059, 37.738614513240215)",166.3902130126953,0.0
507,p3rdt78,"(-121.7614185861758, 37.73778765114404)",166.98968505859375,0.0
508,p3rdt178,"(-121.75490871459631, 37.73955766272562)",167.95086669921875,0.0
509,p3rdt154,"(-121.7505525985765, 37.74577304173909)",180.5237579345703,0.0
510,p3rdt154-p3rdt176x,"(-121.74936605732418, 37.746141143352155)",180.5353240966797,0.0
511,p3rdt157-p3rdt159x,"(-121.74773062462482, 37.75703235433447)",222.4534912109375,0.0
512,p3rdt157,"(-121.74807469653305, 37.75629969840319)",221.0284881591797,0.0
513,p3rdt962,"(-121.77993007130691, 37.77502316722526)",307.32843017578125,0.0
514,p3rdt961,"(-121.78127767207513, 37.773645806637134)",325.1045837402344,10.0
515,p3rdt955,"(-121.78029311962247, 37.77551927943002)",318.5038146972656,0.0
516,p3rdt955-p3rdt959x,"(-121.77798239329177, 37.77812472834346)",309.7658386230469,6.0
517,p3rdt114,"(-121.78034047176492, 37.760408749726714)",206.81959533691406,0.0
518,p3rdt112,"(-121.78050643771343, 37.760671837245425)",207.49143981933594,0.0
519,p3rdt109,"(-121.77901421577586, 37.7582526685018)",200.55908203125,0.0
520,p3rdt109-p3rdt115xx,"(-121.77905616039902, 37.7581555039887)",200.25389099121094,0.0
521,p3rdt109-p3rdt115x,"(-121.77762313988802, 37.76089715238531)",211.71226501464844,0.0
522,p3rdt110-p3rdt115xx,"(-121.77756442010755, 37.762867946588365)",226.05711364746094,0.0
523,p3rdt110-p3rdt115x,"(-121.77690249030374, 37.76191712770986)",221.68016052246094,0.0
524,p3rdt110,"(-121.77761418414563, 37.762817850189116)",225.37530517578125,0.0
525,p3rdt105-p3rdt106x,"(-121.77384946754766, 37.75291776980577)",193.3830108642578,0.0
526,p3rdt106,"(-121.77468992694483, 37.75313657938349)",193.2264404296875,0.0
527,p3rdt10-p3rdt6x,"(-121.76985549758058, 37.7459941346228)",177.93333435058594,0.0
528,p3rdt10,"(-121.76866710943943, 37.74647876880349)",177.2449493408203,0.0
529,p3rdt12,"(-121.76332785491422, 37.74450374308698)",171.81549072265625,0.0
530,p3rdt3,"(-121.76337947015269, 37.74449294930507)",171.81993103027344,0.0
531,p3rdt12-p3rdt69x,"(-121.76338526731804, 37.74341717370805)",171.15609741210938,0.0
532,p3rdt65-p3rdt80x,"(-121.7633062340906, 37.74163222950715)",169.84007263183594,0.0
533,p3rdt65,"(-121.76211123908861, 37.74143504503016)",169.598876953125,0.0
534,p3rdt85,"(-121.7632608460794, 37.73939891031366)",168.34799194335938,0.0
535,p3rdt73,"(-121.76325534650853, 37.7390473546301)",168.09451293945312,0.0
536,p3rdt79,"(-121.76327469410242, 37.7399308089347)",168.7477264404297,0.0
537,p3rdt66,"(-121.76328019371373, 37.74028236456852)",168.98965454101562,0.0
538,p3rdt83,"(-121.76328245567775, 37.74045678534382)",169.0438232421875,0.0
539,p3rdt70,"(-121.76328403971095, 37.7409436837751)",169.45693969726562,0.0
540,p3rdt68,"(-121.76328953930783, 37.74129523935142)",169.64732360839844,0.0
541,p3rdt68-p3rdt80x,"(-121.763245918342, 37.74169352756878)",169.90345764160156,0.0
542,p3rdt71-p3rdt82x,"(-121.7646455630738, 37.74392605428309)",172.01837158203125,0.0
543,p3rdt82,"(-121.76494115126556, 37.74256294953696)",171.4507293701172,0.0
544,p3rdt76,"(-121.76481758750381, 37.74064998499808)",170.47189331054688,0.0
545,p3rdt72,"(-121.76448529166903, 37.73968548262779)",169.1110382080078,0.0
546,p3rdt75,"(-121.76433191365632, 37.74164963935671)",170.51197814941406,0.0
547,p3rdt84,"(-121.76515754290847, 37.74252149596035)",171.50636291503906,0.0
548,p3rdt71-p3rdt84x,"(-121.76460854223319, 37.74385401515934)",171.96372985839844,0.0
549,p3rdt71-p3rdt84xx,"(-121.76512059405258, 37.74266918701661)",171.56472778320312,0.0
550,p3rdt129,"(-121.76995308011237, 37.72886424802238)",164.79745483398438,0.0
551,p3rdt129-p3rdt134x,"(-121.76884926622374, 37.72860319863275)",164.3767547607422,0.0
552,p3rdt134,"(-121.76853980658053, 37.728552069015976)",164.27725219726562,0.0
553,p3rdt136,"(-121.76996321752817, 37.7287258150703)",164.7381591796875,0.0
554,p3rdt132,"(-121.76996081603909, 37.72818502260611)",164.35870361328125,0.0
555,p3rdt131,"(-121.76994797064845, 37.73444877472715)",167.88165283203125,0.0
556,p3rdt129-p3rdt131xx,"(-121.7699458383559, 37.73228285164476)",166.86663818359375,0.0
557,p3rdt129-p3rdt131x,"(-121.76995370871529, 37.73043531269119)",165.88526916503906,0.0
558,p3rdt130-p3rdt131x,"(-121.76875331496676, 37.73439741685411)",167.46139526367188,0.0
559,p3rdt130,"(-121.76848122475897, 37.73439272265664)",167.3739013671875,0.0
560,p3rdt135,"(-121.77088529704078, 37.73562454886697)",168.97544860839844,0.0
561,p3rdt81,"(-121.77096919886463, 37.73582937085177)",169.1998291015625,0.0
562,p3rdt67-p3rdt81x,"(-121.7699443381585, 37.73897082813341)",171.0946502685547,0.0
563,p3rdt120,"(-121.78009857471777, 37.72237798101311)",160.9481964111328,0.0
564,p3rdt119,"(-121.78090172846883, 37.72274113653981)",161.63705444335938,0.0
565,p3rdt121,"(-121.78009088867817, 37.72284656744658)",161.221923828125,0.0
566,p3rdt117,"(-121.78012615015119, 37.72298547137465)",161.4073028564453,0.0
567,p3rdt118,"(-121.78022846777509, 37.72345184922883)",161.68243408203125,0.0
568,p3rdt40,"(-121.77779679735501, 37.732637740105254)",172.00506591796875,0.0
569,p3rdt118-p3rdt40x,"(-121.77994957840777, 37.72499633241993)",162.78538513183594,0.0
570,p3rdt42,"(-121.77321796513858, 37.73641159139407)",170.9189453125,0.0
571,p3rdt40-p3rdt42x,"(-121.77454680210545, 37.735422163510854)",170.49459838867188,0.0
572,p3rdt152,"(-121.77277529287096, 37.73641599569887)",170.68624877929688,0.0
573,p3rdt133,"(-121.77189428621536, 37.7363741147332)",170.17869567871094,0.0
574,p3rdt133-p3rdt67x,"(-121.76998136191698, 37.739042865687246)",171.1383819580078,0.0
575,p3rdt16,"(-121.76754465381178, 37.75277365979692)",182.76055908203125,0.0
576,p3rdt4,"(-121.76755136883065, 37.75305312534393)",183.59521484375,0.0
577,p3rdt107-p3rdt16x,"(-121.77308526426862, 37.75242075893521)",191.306396484375,0.0
578,p3rdt161-p3rdt163x,"(-121.78757665989517, 37.72351059676501)",174.66065979003906,0.0
579,p3rdt163,"(-121.78612538535255, 37.722268954986184)",169.29275512695312,0.0
580,p3rdt1447-p3rdt1452x,"(-121.79648729989975, 37.715830288610725)",166.95652770996094,0.0
581,p3rdt1447,"(-121.79633190667926, 37.71548497064756)",167.19659423828125,0.0
582,p3rdt162-p3rdt168x,"(-121.78859654024151, 37.725685500029016)",183.223388671875,4.0
583,p3rdt168,"(-121.7889581214299, 37.72390237294559)",184.0273895263672,7.0
584,p3rdt434-p3rdt440x,"(-121.77404597586204, 37.765119952698406)",275.52459716796875,0.0
585,p3rdt434,"(-121.77957667975429, 37.76453434631066)",238.3069305419922,0.0
586,p3rdt435-p3rdt440xx,"(-121.77250342421827, 37.76449548891564)",260.07501220703125,7.0
587,p3rdt435-p3rdt440x,"(-121.77405979997826, 37.76494290655479)",273.1237487792969,7.0
588,p3rdt435,"(-121.77246146727511, 37.7645926507819)",260.23431396484375,8.0
589,p3rdt437,"(-121.78197302421783, 37.7693268832219)",241.63755798339844,10.0
590,p3rdt439,"(-121.7829383944125, 37.76861583937057)",237.44200134277344,23.0
591,p3rdt436,"(-121.78150465139727, 37.77040691611303)",259.13922119140625,9.0
592,p3rdt956,"(-121.78146130808432, 37.77214257926402)",292.5517272949219,0.0
593,p3rdt956-p3rdt960x,"(-121.77715335914012, 37.77424921594023)",285.5886535644531,0.0
594,p3rdt956-p3rdt960x_b1_1,"(-121.77757585778113, 37.77480331801563)",284.5726013183594,6.0
595,p3rdt957,"(-121.77646253957674, 37.77459966157085)",287.7322082519531,0.0
596,p3rdt963,"(-121.77569135761308, 37.77708482867386)",341.3168029785156,7.0
597,p3rdt957-p3rdt960x,"(-121.77711631175082, 37.77417718063537)",286.2258605957031,0.0
598,p3rdt438-p3rdt538x,"(-121.78415197337513, 37.77067152522685)",274.2259826660156,9.0
599,p3rdt438,"(-121.78342471156752, 37.77011697672712)",249.02194213867188,10.0
600,p3rdt542,"(-121.78591515244801, 37.7677633558009)",259.986572265625,13.0
601,p3rdt545,"(-121.78591716667923, 37.767721075051114)",259.986572265625,13.0
602,p3rdt539,"(-121.78673283036646, 37.769168698101076)",247.525390625,0.0
603,p3rdt541,"(-121.78582356367035, 37.76944207380508)",247.6959686279297,6.0
604,p3rdt543,"(-121.78673128394209, 37.77017244363908)",257.64056396484375,9.0
605,p3rdt1075,"(-121.78620882290619, 37.77226703135259)",324.0867614746094,7.0
606,p3rdt1071,"(-121.78716945420456, 37.77302163414422)",337.9151916503906,12.0
607,p3rdt1072,"(-121.78471263332827, 37.77120278386356)",287.7261657714844,10.0
608,p3rdt541-p3rdt547x,"(-121.78506247563342, 37.76917499003746)",255.25743103027344,20.0
609,p3rdt544-p3rdt547x,"(-121.785028088517, 37.76910213217655)",255.3682861328125,20.0
610,p3rdt544,"(-121.78403995407096, 37.768600174186446)",250.70504760742188,8.0
611,p3rdt1077,"(-121.7843291377897, 37.802932602384196)",590.4348754882812,15.0
612,p3rdt1077_b1_1,"(-121.78275740391344, 37.80294958866636)",574.3540649414062,31.0
613,p3rdt1077-p3rdt1086x,"(-121.78615757230621, 37.80284947062826)",608.995361328125,8.0
614,p3rdt1059-p3rdt1064xx,"(-121.78625461055773, 37.805797695145834)",598.4854736328125,8.0
615,p3rdt1059-p3rdt1064x,"(-121.78537424316718, 37.80629336951056)",589.8377075195312,6.0
616,p3rdt1064-p3rdt1087xx,"(-121.78655558036382, 37.805490431982896)",587.2661743164062,45.0
617,p3rdt1064-p3rdt1087x,"(-121.78621753933125, 37.8057256626577)",592.0179443359375,15.0
618,p3rdt1085-p3rdt1087x,"(-121.78715012680033, 37.803865257961434)",614.7804565429688,0.0
619,p3rdt1087,"(-121.78659747632199, 37.805516652004236)",590.1614379882812,45.0
620,p3rdt1058,"(-121.78857579136617, 37.808591260900315)",630.1154174804688,15.0
621,p3rdt1053,"(-121.78838630371085, 37.80858364604958)",631.7640380859375,14.0
622,p3rdt1056,"(-121.7891385713904, 37.808429153492035)",630.8502197265625,0.0
623,p3rdt1065,"(-121.79079177779714, 37.808058591408354)",622.22802734375,0.0
624,p3rdt1052-p3rdt1065x,"(-121.79205286701387, 37.808425843637465)",630.5919189453125,7.0
625,p3rdt0,"(-121.7519272640128, 37.759861710008174)",221.7249755859375,0.0
626,p3rdt0-p3rdt1x,"(-121.75207434689197, 37.75588788701819)",205.97950744628906,0.0
627,p3rdt1,"(-121.75211706075497, 37.755838918159334)",205.97950744628906,0.0
628,p3rdt171,"(-121.75174963652904, 37.763909375196334)",261.25299072265625,0.0
629,p3rdt171_b1_1,"(-121.75161757750806, 37.76342746892147)",253.6785430908203,0.0
630,p3rdt156,"(-121.74818674696078, 37.75773391276934)",223.42449951171875,0.0
631,p3rdt159,"(-121.7477247718385, 37.757074327595504)",222.40806579589844,0.0
632,p3rdt155,"(-121.74839551447472, 37.758352342753085)",225.90391540527344,0.0
633,p3rdt158,"(-121.7483836797798, 37.75952052467317)",232.9884033203125,0.0
634,p3rdt155-p3rdt158x,"(-121.7483911916369, 37.75884181704404)",227.9457244873047,0.0
635,p3rdt1001,"(-121.77051507374924, 37.786188898104264)",410.8501892089844,0.0
636,p3rdt1001-p3rdt171x,"(-121.75722082791265, 37.77186853102432)",447.4552307128906,3.0
637,p3rdt1001-p3rdt171xx,"(-121.75211881160622, 37.765352488045224)",291.5704650878906,0.0
638,p3rdt74,"(-121.76332965011369, 37.74239502512596)",170.35198974609375,0.0
639,p3rdt80,"(-121.76329845778767, 37.74167678213403)",169.90345764160156,0.0
640,p3rdt77,"(-121.76331970591816, 37.742520931385556)",170.48631286621094,0.0
641,p3rdt69,"(-121.76333472414186, 37.74343067801737)",171.1441650390625,0.0
642,p3rdt71,"(-121.76460076643906, 37.74389856786536)",171.98252868652344,0.0
643,p3rdt11,"(-121.768474105672, 37.74590379385755)",176.96368408203125,0.0
